Date,Time,O3,CO,C6H6,SO2,NO2,NOx(GT),Pb,PM(2.5),PM(10),RH,AH,T
22/03/2007,03:00:00,394,-200,0.7,1813,-200,-200,0.4,1274,468,53.9,1.0309,16.9
22/03/2007,04:00:00,396,-200,0.8,1756,27,17,-200,1304,481,55.9,1.0153,16.1
22/03/2007,05:00:00,378,-200,0.7,1786,23,15,0.3,1278,472,53.9,1.0049,16.5
22/03/2007,06:00:00,432,-200,2.0,1480,46,41,0.6,1373,586,54.0,0.9979,16.4
22/03/2007,07:00:00,699,-200,5.1,1072,76,86,1.2,1538,768,57.6,1.0195,15.7
22/03/2007,08:00:00,1252,-200,17.7,732,116,226,3.6,1996,1230,53.7,0.9571,15.8
22/03/2007,09:00:00,1237,-200,18.4,711,115,214,3.7,1962,1252,42.1,0.8281,17.4
22/03/2007,10:00:00,772,-200,6.9,1032,83,115,1.8,1484,854,38.4,0.7793,17.9
22/03/2007,11:00:00,766,-200,7.3,1026,87,124,1.6,1509,868,36.7,0.7764,18.5
22/03/2007,12:00:00,829,-200,9.6,947,90,122,1.9,1577,964,29.6,0.7263,21.0
22/03/2007,13:00:00,783,-200,10.4,955,87,107,2,1599,994,28.1,0.7067,21.3
22/03/2007,14:00:00,822,-200,11.2,952,99,133,2.2,1607,1021,26.1,0.6539,21.3
22/03/2007,15:00:00,813,-200,10.7,965,99,130,2.1,1574,1003,26.8,0.6681,21.3
22/03/2007,16:00:00,813,451,11.6,964,101,150,2.3,1544,1034,24.2,0.6060,21.3
22/03/2007,17:00:00,850,185,12.4,928,103,138,2.6,1606,1062,28.5,0.6682,20.2
22/03/2007,18:00:00,1276,426,18.3,720,129,213,3.8,1932,1249,43.1,0.8264,17.0
22/03/2007,19:00:00,1401,672,21.0,678,143,232,4.4,1993,1325,47.4,0.8347,15.6
22/03/2007,20:00:00,1356,624,21.0,678,146,238,4.5,1965,1325,47.4,0.8178,15.3
22/03/2007,21:00:00,1243,325,14.5,775,124,180,3.3,1758,1131,49.7,0.8177,14.5
22/03/2007,22:00:00,1083,143,8.4,920,113,128,2,1561,916,52.0,0.8231,13.9
22/03/2007,23:00:00,795,89,4.3,1142,80,65,1.1,1370,729,49.4,0.8106,14.5
23/03/2007,00:00:00,735,73,3.8,1204,72,53,0.9,1359,700,51.4,0.8071,13.8
23/03/2007,01:00:00,684,48,2.7,1271,64,47,0.8,1309,636,51.3,0.8163,14.0
23/03/2007,02:00:00,714,47,2.5,1298,70,51,0.7,1330,621,56.8,0.8444,13.0
23/03/2007,03:00:00,456,36,1.2,1522,-200,-200,0.5,1285,522,70.0,0.9215,11.0
23/03/2007,04:00:00,401,25,0.8,1701,31,20,-200,1261,478,76.8,0.9483,10.1
23/03/2007,05:00:00,361,19,0.6,1908,22,13,0.3,1212,459,80.5,0.9147,8.8
23/03/2007,06:00:00,418,26,1.8,1542,47,33,0.5,1287,567,75.4,0.9004,9.6
23/03/2007,07:00:00,616,60,4.6,1178,88,103,1.1,1429,745,75.0,0.9093,9.8
23/03/2007,08:00:00,1089,248,14.2,851,130,224,3,1829,1124,74.2,0.9117,10.0
23/03/2007,09:00:00,1329,535,21.0,684,132,244,3.8,2095,1325,69.7,0.9232,11.2
23/03/2007,10:00:00,1311,340,16.2,760,132,237,3.4,1857,1185,62.9,0.8803,12.0
23/03/2007,11:00:00,1236,325,15.5,792,131,220,3,1794,1166,55.8,0.8210,12.8
23/03/2007,12:00:00,1147,267,13.4,837,129,207,2.7,1746,1097,54.8,0.8234,13.1
23/03/2007,13:00:00,1301,325,16.9,770,132,208,3.5,1847,1207,53.4,0.8351,13.8
23/03/2007,14:00:00,1097,268,12.4,881,110,160,2.8,1639,1064,42.4,0.7674,16.0
23/03/2007,15:00:00,900,136,10.1,924,99,131,1.9,1589,980,49.8,0.7971,14.1
23/03/2007,16:00:00,781,118,8.7,944,100,128,2,1570,927,61.1,0.8537,12.0
23/03/2007,17:00:00,1013,276,13.8,818,122,176,3,1719,1111,54.6,0.8465,13.6
23/03/2007,18:00:00,790,151,9.3,962,97,107,1.9,1514,953,49.5,0.7695,13.7
23/03/2007,19:00:00,1059,236,13.0,854,112,131,2.7,1688,1084,57.1,0.7822,11.7
23/03/2007,20:00:00,1205,220,14.3,812,128,166,3.3,1722,1126,58.2,0.7867,11.5
23/03/2007,21:00:00,975,87,7.6,1006,101,89,1.7,1487,884,54.2,0.7881,12.6
23/03/2007,22:00:00,896,81,5.3,1141,96,81,1.3,1375,776,54.9,0.7664,12.0
23/03/2007,23:00:00,911,74,5.4,1105,86,78,1.3,1425,782,61.4,0.8057,11.0
24/03/2007,00:00:00,902,55,4.9,1137,85,70,1.2,1411,756,62.2,0.8199,11.1
24/03/2007,01:00:00,832,74,4.6,1151,79,76,1.1,1405,744,62.5,0.8082,10.8
24/03/2007,02:00:00,715,35,2.7,1320,61,43,0.9,1326,634,60.0,0.8025,11.3
24/03/2007,03:00:00,683,29,1.6,1493,-200,-200,0.6,1272,551,61.6,0.7856,10.6
24/03/2007,04:00:00,721,29,1.7,1477,66,44,-200,1287,559,62.7,0.7813,10.2
24/03/2007,05:00:00,648,20,1.2,1572,54,34,0.6,1255,522,58.6,0.7628,10.9
24/03/2007,06:00:00,612,32,1.7,1496,57,43,0.8,1255,561,57.2,0.7382,10.8
24/03/2007,07:00:00,800,84,4.8,1186,75,79,1.2,1403,751,59.2,0.7455,10.4
24/03/2007,08:00:00,1173,245,13.8,832,97,174,3.1,1706,1109,57.3,0.7501,11.0
24/03/2007,09:00:00,1519,553,23.7,652,110,235,4.4,2080,1395,56.9,0.7565,11.2
24/03/2007,10:00:00,1287,450,14.2,762,113,218,3.4,1770,1124,54.9,0.7734,12.1
24/03/2007,11:00:00,966,118,8.0,950,88,136,1.7,1505,898,44.3,0.7535,15.1
24/03/2007,12:00:00,828,118,6.7,1012,85,117,1.5,1440,842,40.6,0.7146,15.6
24/03/2007,13:00:00,825,144,8.7,959,96,119,1.7,1477,927,34.6,0.6597,16.9
24/03/2007,14:00:00,872,159,10.8,879,106,126,2.2,1566,1009,35.6,0.6697,16.6
24/03/2007,15:00:00,680,122,6.7,1015,91,100,-200,1494,842,63.9,0.8554,11.3
24/03/2007,16:00:00,1002,230,11.4,829,126,197,2.7,1730,1028,81.1,0.9720,9.6
24/03/2007,17:00:00,1159,320,13.4,774,130,195,2.8,1783,1096,69.1,0.9497,11.7
24/03/2007,18:00:00,979,263,12.0,828,111,156,2.7,1722,1050,68.5,0.8794,10.7
24/03/2007,19:00:00,1311,556,20.2,681,134,247,4.5,2008,1302,67.3,0.8643,10.7
24/03/2007,20:00:00,1071,458,14.4,795,136,190,3.5,1744,1130,65.7,0.8486,10.8
24/03/2007,21:00:00,899,214,9.4,928,125,169,2.6,1571,955,66.3,0.8336,10.3
24/03/2007,22:00:00,766,97,5.9,1064,108,118,1.7,1435,809,66.9,0.8248,10.1
24/03/2007,23:00:00,589,79,4.5,1186,87,81,1.3,1354,739,61.1,0.7717,10.4
25/03/2007,00:00:00,631,81,4.5,1168,89,80,1.3,1341,737,59.9,0.7516,10.3
25/03/2007,01:00:00,479,52,2.5,1400,58,42,1,1249,621,58.4,0.7686,11.0
25/03/2007,02:00:00,479,38,1.8,1450,54,38,0.7,1253,568,68.1,0.7890,9.1
25/03/2007,03:00:00,417,35,1.4,1564,-200,-200,0.7,1224,538,68.2,0.8091,9.5
25/03/2007,04:00:00,378,29,0.9,1707,28,18,0.5,1212,490,72.3,0.8496,9.3
25/03/2007,05:00:00,344,21,0.6,1935,20,12,0.5,1158,457,66.8,0.8152,9.9
25/03/2007,06:00:00,413,46,1.4,1604,51,43,0.6,1268,540,83.2,0.8695,7.6
25/03/2007,07:00:00,605,55,3.8,1260,82,84,1.1,1383,697,79.0,0.8544,8.1
25/03/2007,08:00:00,991,271,11.6,902,112,184,2.7,1721,1035,74.6,0.8429,8.7
25/03/2007,09:00:00,1175,434,17.8,740,119,202,3.5,1937,1235,75.1,0.8415,8.6
25/03/2007,10:00:00,923,300,8.8,969,99,133,2.3,1552,933,69.7,0.8389,9.7
25/03/2007,11:00:00,829,116,6.8,1039,98,130,1.6,1468,849,64.4,0.8447,11.0
25/03/2007,12:00:00,733,95,5.9,1081,88,106,1.3,1442,809,53.0,0.8209,13.6
25/03/2007,13:00:00,819,211,8.9,958,96,132,2,1570,935,48.4,0.7780,14.2
25/03/2007,14:00:00,723,168,8.2,976,81,106,1.9,1492,907,46.3,0.7438,14.2
25/03/2007,15:00:00,786,154,8.6,986,92,125,1.9,1501,924,41.3,0.7462,16.0
25/03/2007,16:00:00,850,267,10.1,939,105,138,2.2,1545,982,35.4,0.7094,17.7
25/03/2007,17:00:00,820,143,9.4,968,88,120,2,1527,957,37.4,0.7225,17.1
25/03/2007,18:00:00,991,374,14.6,836,103,158,2.9,1748,1137,40.5,0.6835,14.9
25/03/2007,19:00:00,1454,797,24.6,666,141,253,5.2,2060,1418,47.8,0.7293,13.4
25/03/2007,20:00:00,1488,698,21.6,692,133,231,4.6,1982,1341,52.5,0.7642,12.6
25/03/2007,21:00:00,1205,234,10.3,904,119,150,2.5,1539,989,53.2,0.7555,12.2
25/03/2007,22:00:00,909,104,5.7,1083,106,99,1.5,1376,798,56.1,0.7140,10.6
25/03/2007,23:00:00,769,67,4.5,1154,92,75,1.2,1324,736,59.5,0.7276,9.9
26/03/2007,00:00:00,835,88,5.5,1098,97,93,1.7,1373,787,61.1,0.7323,9.6
26/03/2007,01:00:00,793,79,4.8,1131,91,79,1.4,1357,753,61.6,0.7425,9.7
26/03/2007,02:00:00,733,61,3.6,1208,83,67,1.2,1313,690,62.6,0.7398,9.4
26/03/2007,03:00:00,502,43,1.7,1449,-200,-200,0.6,1219,561,68.5,0.7455,8.2
26/03/2007,04:00:00,562,40,2.2,1398,59,45,0.7,1263,602,69.4,0.7459,8.0
26/03/2007,05:00:00,832,52,3.0,1210,73,72,0.8,1312,654,72.4,0.7655,7.7
26/03/2007,06:00:00,924,64,4.0,1130,78,103,0.9,1363,713,71.8,0.7711,8.0
26/03/2007,07:00:00,974,88,6.7,1015,90,132,1.6,1438,842,66.3,0.7375,8.5
26/03/2007,08:00:00,1307,375,16.7,783,110,239,3.4,1828,1201,59.6,0.7214,9.8
26/03/2007,09:00:00,1481,592,19.3,682,114,275,3.8,1928,1278,57.0,0.7544,11.2
26/03/2007,10:00:00,1405,357,14.8,772,119,232,3.1,1747,1142,44.1,0.7407,14.8
26/03/2007,11:00:00,1195,296,13.4,826,121,180,2.7,1664,1098,35.3,0.6729,16.8
26/03/2007,12:00:00,868,181,11.0,948,97,112,2,1503,1014,27.1,0.5976,19.2
26/03/2007,13:00:00,874,211,12.5,915,99,116,2.3,1535,1068,26.2,0.5741,19.1
26/03/2007,14:00:00,738,199,8.4,1015,85,103,1.9,1391,916,30.8,0.5683,16.3
26/03/2007,15:00:00,550,81,5.3,1152,75,89,1.3,1279,776,36.8,0.5922,14.2
26/03/2007,16:00:00,777,143,8.8,976,87,112,1.9,1454,933,41.0,0.6292,13.4
26/03/2007,17:00:00,966,247,11.2,886,102,127,2.3,1588,1023,43.3,0.6982,14.2
26/03/2007,18:00:00,990,239,11.6,868,105,125,2.4,1580,1037,45.6,0.6403,12.1
26/03/2007,19:00:00,944,267,12.4,876,98,120,2.7,1540,1063,48.0,0.6046,10.4
26/03/2007,20:00:00,962,261,10.6,916,93,120,2.6,1490,1000,51.1,0.6280,10.0
26/03/2007,21:00:00,778,97,6.0,1097,91,99,1.5,1308,811,50.8,0.6172,9.8
26/03/2007,22:00:00,690,66,4.6,1185,85,79,1.2,1252,743,50.4,0.6063,9.7
26/03/2007,23:00:00,644,60,4.1,1237,74,66,1.1,1258,715,50.2,0.6103,9.9
27/03/2007,00:00:00,753,77,5.2,1144,87,94,1.5,1307,776,53.4,0.6300,9.4
27/03/2007,01:00:00,646,57,3.2,1290,79,70,1,1232,664,57.8,0.6488,8.6
27/03/2007,02:00:00,838,65,4.5,1142,78,75,1.2,1312,736,62.1,0.6746,8.1
27/03/2007,03:00:00,851,59,3.8,1191,-200,-200,1.1,1292,699,63.5,0.6777,7.9
27/03/2007,04:00:00,801,48,3.8,1209,63,57,-200,1296,698,64.8,0.6683,7.4
27/03/2007,05:00:00,665,27,1.9,1417,48,32,0.8,1212,578,58.9,0.6444,8.2
27/03/2007,06:00:00,717,25,2.4,1373,59,54,0.9,1250,615,66.6,0.6410,6.3
27/03/2007,07:00:00,795,42,3.3,1270,65,68,1.1,1266,669,62.9,0.6396,7.2
27/03/2007,08:00:00,936,78,6.7,1050,71,98,1.5,1418,842,63.9,0.6500,7.2
27/03/2007,09:00:00,1076,128,8.5,922,84,128,1.8,1530,919,50.5,0.6654,11.1
27/03/2007,10:00:00,1016,184,9.7,942,93,129,2.1,1520,966,36.1,0.6313,15.5
27/03/2007,11:00:00,834,156,9.4,992,99,130,2.1,1451,955,29.2,0.5920,17.8
27/03/2007,12:00:00,756,176,9.0,994,93,111,1.9,1449,940,30.1,0.6013,17.6
27/03/2007,13:00:00,766,232,10.0,950,96,106,2.1,1467,979,26.8,0.5861,19.1
27/03/2007,14:00:00,905,305,12.6,888,114,137,2.5,1596,1072,28.6,0.5735,17.7
27/03/2007,15:00:00,765,150,7.6,1051,101,113,1.9,1357,883,28.4,0.5737,17.8
27/03/2007,16:00:00,830,188,11.8,934,108,122,2.2,1538,1042,26.0,0.5555,18.7
27/03/2007,17:00:00,853,221,11.2,916,117,137,2.3,1508,1022,31.3,0.6038,17.1
27/03/2007,18:00:00,981,219,12.4,886,125,165,2.7,1586,1062,36.1,0.6440,15.8
27/03/2007,19:00:00,1286,306,12.9,827,133,196,3,1621,1079,40.1,0.6657,14.7
27/03/2007,20:00:00,1244,270,12.2,841,119,174,2.8,1633,1057,44.9,0.6991,13.6
27/03/2007,21:00:00,1056,231,8.8,948,107,140,2.2,1475,930,48.1,0.6946,12.5
27/03/2007,22:00:00,1003,125,6.8,1023,96,102,1.6,1421,848,50.8,0.7042,11.8
27/03/2007,23:00:00,1245,122,8.6,906,105,130,2.1,1483,924,56.1,0.7326,10.9
28/03/2007,00:00:00,1200,161,8.9,930,102,121,2.3,1464,937,55.9,0.7277,10.9
28/03/2007,01:00:00,1188,101,8.3,939,97,111,2.3,1451,912,58.1,0.7278,10.3
28/03/2007,02:00:00,1070,95,6.3,1013,79,87,1.7,1395,827,62.2,0.7294,9.3
28/03/2007,03:00:00,1075,129,8.3,935,-200,-200,2.2,1501,911,66.7,0.7276,8.2
28/03/2007,04:00:00,895,96,5.1,1110,69,77,1.3,1396,769,64.9,0.7124,8.3
28/03/2007,05:00:00,755,54,2.6,1325,52,39,0.8,1284,626,58.5,0.7000,9.6
28/03/2007,06:00:00,806,63,3.6,1251,62,77,1.1,1342,688,66.4,0.6990,7.7
28/03/2007,07:00:00,836,72,3.6,1219,69,91,1.4,1321,691,68.0,0.7043,7.4
28/03/2007,08:00:00,897,91,4.7,1136,75,105,1.3,1382,747,58.6,0.7035,9.7
28/03/2007,09:00:00,1073,127,7.5,959,83,133,1.9,1486,880,50.1,0.7242,12.5
28/03/2007,10:00:00,1088,193,9.0,918,94,128,2.3,1501,938,36.9,0.7018,16.8
28/03/2007,11:00:00,1036,188,9.5,933,96,126,2.3,1514,958,31.3,0.6887,19.2
28/03/2007,12:00:00,768,151,7.7,1020,86,92,1.8,1438,887,26.4,0.6607,21.3
28/03/2007,13:00:00,587,103,5.7,1159,72,66,1.4,1287,796,23.1,0.5768,21.2
28/03/2007,14:00:00,452,55,3.8,1285,53,50,1,1189,700,25.0,0.5319,18.6
28/03/2007,15:00:00,470,104,4.8,1189,65,70,1.4,1260,754,27.3,0.5594,18.0
28/03/2007,16:00:00,502,116,4.3,1213,70,73,1.3,1244,727,28.3,0.5848,18.2
28/03/2007,17:00:00,516,93,4.1,1217,75,77,1.3,1238,714,31.4,0.6048,17.0
28/03/2007,18:00:00,555,93,4.7,1174,86,86,1.4,1301,746,35.0,0.6170,15.6
28/03/2007,19:00:00,671,155,6.2,1068,94,93,1.9,1357,823,40.2,0.6438,14.1
28/03/2007,20:00:00,788,115,5.5,1102,103,105,1.8,1329,789,43.2,0.6623,13.4
28/03/2007,21:00:00,538,75,3.3,1261,81,67,1.1,1246,669,46.8,0.6686,12.3
28/03/2007,22:00:00,544,65,3.2,1266,80,63,1.1,1224,666,46.5,0.6449,11.9
28/03/2007,23:00:00,500,57,2.9,1300,77,63,1.1,1204,648,46.6,0.6319,11.5
29/03/2007,00:00:00,417,40,2.2,1396,58,46,0.9,1156,598,48.0,0.6135,10.6
29/03/2007,01:00:00,341,27,1.3,1588,31,21,0.6,1071,524,45.8,0.5895,10.7
29/03/2007,02:00:00,352,23,1.1,1643,38,22,0.5,1076,509,46.6,0.5901,10.4
29/03/2007,03:00:00,397,28,1.3,1557,-200,-200,0.7,1095,524,47.8,0.5913,10.1
29/03/2007,04:00:00,502,21,1.2,1496,59,39,0.6,1153,516,46.9,0.6280,11.3
29/03/2007,05:00:00,648,33,1.7,1441,70,55,0.7,1180,559,51.2,0.6341,10.1
29/03/2007,06:00:00,760,40,2.9,1309,75,76,0.9,1232,643,50.7,0.6167,9.9
29/03/2007,07:00:00,1183,279,14.3,844,103,181,2.9,1687,1125,56.8,0.6150,8.1
29/03/2007,08:00:00,1431,743,19.7,714,134,259,4.1,1806,1289,44.1,0.5748,10.9
29/03/2007,09:00:00,705,147,5.5,1111,98,118,1.5,1258,786,37.6,0.5184,11.8
29/03/2007,10:00:00,637,97,5.6,1133,97,119,1.5,1254,793,33.2,0.5222,13.9
29/03/2007,11:00:00,658,118,5.8,1105,98,123,1.5,1293,803,30.1,0.5285,15.6
29/03/2007,12:00:00,546,91,5.5,1129,78,92,1.4,1272,786,29.0,0.5406,16.5
29/03/2007,13:00:00,561,146,6.5,1070,83,91,1.6,1332,833,27.9,0.5517,17.5
29/03/2007,14:00:00,532,139,5.5,1131,92,103,1.5,1268,790,26.8,0.5446,17.9
29/03/2007,15:00:00,535,155,5.2,1131,81,102,1.4,1247,776,26.1,0.5387,18.2
29/03/2007,16:00:00,525,128,5.8,1098,90,94,1.5,1289,801,27.1,0.5522,18.0
29/03/2007,17:00:00,603,166,7.9,996,95,98,1.9,1358,896,28.9,0.5558,17.0
29/03/2007,18:00:00,802,299,10.2,905,114,126,2.5,1477,985,31.3,0.5680,16.1
29/03/2007,19:00:00,796,163,8.2,957,106,108,2.1,1404,907,35.4,0.5839,14.5
29/03/2007,20:00:00,689,154,5.7,1066,99,95,1.6,1302,797,37.9,0.5733,13.2
29/03/2007,21:00:00,553,80,3.8,1221,90,78,1.2,1178,700,34.4,0.5170,13.1
29/03/2007,22:00:00,509,58,4.0,1278,82,61,1.1,1137,710,28.5,0.4405,13.5
29/03/2007,23:00:00,455,55,2.8,1339,74,55,1,1089,643,31.9,0.4583,12.4
30/03/2007,00:00:00,425,33,2.6,1418,76,57,1,1050,630,26.8,0.4023,13.1
30/03/2007,01:00:00,436,33,1.8,1468,66,41,0.7,1055,569,33.6,0.4595,11.6
30/03/2007,02:00:00,618,32,1.7,1402,73,46,0.7,1130,563,42.9,0.5442,10.5
30/03/2007,03:00:00,747,25,1.4,1457,-200,-200,0.8,1104,540,38.7,0.5298,11.7
30/03/2007,04:00:00,693,29,1.3,1462,69,41,-200,1101,529,37.2,0.5277,12.2
30/03/2007,05:00:00,691,26,2.3,1341,71,52,0.7,1117,605,33.9,0.5037,12.9
30/03/2007,06:00:00,1013,86,5.3,1080,98,111,1.1,1266,779,40.3,0.5376,11.3
30/03/2007,07:00:00,1311,294,13.4,839,115,191,2.6,1587,1096,38.4,0.5341,11.9
30/03/2007,08:00:00,1675,664,23.8,642,130,244,4,1947,1399,35.6,0.5416,13.3
30/03/2007,09:00:00,1689,695,21.5,674,150,283,4.2,1852,1337,28.8,0.5305,16.3
30/03/2007,10:00:00,1688,735,21.0,695,159,320,4.7,1872,1324,28.2,0.5741,17.9
30/03/2007,11:00:00,1548,649,18.4,734,146,249,3.9,1754,1251,26.6,0.5529,18.3
30/03/2007,12:00:00,1490,586,18.9,742,138,219,3.7,1763,1267,22.5,0.5463,20.8
30/03/2007,13:00:00,1354,546,17.1,791,128,200,3.4,1711,1213,20.0,0.5352,22.4
30/03/2007,14:00:00,1014,245,10.4,942,97,138,2.2,1448,992,21.7,0.5295,20.9
30/03/2007,15:00:00,831,178,8.0,991,91,118,1.9,1372,897,26.5,0.5790,19.1
30/03/2007,16:00:00,699,130,6.2,1060,81,99,1.6,1325,820,30.6,0.6295,18.1
30/03/2007,17:00:00,926,151,9.7,874,99,112,2.1,1527,968,34.7,0.6788,17.3
30/03/2007,18:00:00,928,272,9.6,853,101,117,2.2,1532,962,40.4,0.7228,15.8
30/03/2007,19:00:00,1038,301,11.9,815,106,129,2.7,1638,1047,42.0,0.7541,15.9
30/03/2007,20:00:00,1035,237,8.7,884,102,132,2.4,1534,928,43.5,0.7790,15.9
30/03/2007,21:00:00,789,95,4.7,1072,84,73,1.3,1360,746,46.1,0.7833,15.0
30/03/2007,22:00:00,692,68,3.8,1147,81,68,1.2,1323,701,44.6,0.7574,15.1
30/03/2007,23:00:00,764,101,4.7,1094,91,80,1.5,1360,747,43.5,0.7302,14.9
31/03/2007,00:00:00,639,81,3.8,1180,82,68,1.3,1287,702,41.0,0.6850,14.8
31/03/2007,01:00:00,541,50,2.7,1287,64,44,1,1240,631,40.8,0.6814,14.8
31/03/2007,02:00:00,678,66,2.8,1222,70,47,0.9,1256,639,40.8,0.6834,14.8
31/03/2007,03:00:00,381,22,1.0,1613,-200,-200,0.5,1066,496,36.1,0.5823,14.2
31/03/2007,04:00:00,343,18,0.8,1699,26,15,0.5,1064,477,36.1,0.5928,14.5
31/03/2007,05:00:00,436,31,1.5,1473,58,44,0.6,1131,545,36.0,0.5947,14.6
31/03/2007,06:00:00,688,57,3.5,1220,93,85,1,1279,684,38.5,0.6291,14.4
31/03/2007,07:00:00,1438,342,15.6,721,110,207,3.1,1926,1168,58.2,0.9129,13.8
31/03/2007,08:00:00,1489,644,19.9,639,115,230,4.1,1957,1295,61.1,0.9256,13.2
31/03/2007,09:00:00,1093,216,8.6,872,125,181,2.2,1576,924,74.4,0.9384,10.4
31/03/2007,10:00:00,965,117,6.5,957,118,144,1.7,1498,837,71.0,0.9582,11.5
31/03/2007,11:00:00,1004,156,7.7,902,109,140,1.9,1579,886,70.0,0.9924,12.2
31/03/2007,12:00:00,1166,332,11.3,779,123,204,2.9,1772,1025,73.3,1.0442,12.3
31/03/2007,13:00:00,991,232,9.1,846,114,149,2.2,1638,944,78.1,1.0411,11.3
31/03/2007,14:00:00,1054,295,11.2,804,114,171,2.6,1748,1023,69.2,1.0746,13.6
31/03/2007,15:00:00,1192,386,13.5,755,119,195,3.1,1799,1100,59.3,0.9974,14.9
31/03/2007,16:00:00,1055,278,10.1,850,111,152,2.3,1637,980,50.9,0.8997,15.7
31/03/2007,17:00:00,1048,263,11.3,810,103,128,2.4,1681,1026,52.9,0.9087,15.2
31/03/2007,18:00:00,1073,322,11.8,821,103,121,2.8,1712,1041,50.8,0.8881,15.5
31/03/2007,19:00:00,1068,226,11.5,819,107,142,2.7,1669,1033,52.9,0.8581,14.3
31/03/2007,20:00:00,1019,221,9.3,882,105,131,2.3,1588,953,56.0,0.8446,13.2
31/03/2007,21:00:00,833,109,5.5,1044,91,81,1.5,1418,787,57.0,0.8315,12.6
31/03/2007,22:00:00,759,105,5.1,1078,79,60,1.4,1409,769,57.8,0.8224,12.3
31/03/2007,23:00:00,749,84,4.8,1098,79,57,1.2,1395,754,58.4,0.8164,12.0
01/04/2007,00:00:00,978,106,6.3,986,86,96,1.6,1477,825,61.6,0.8593,12.0
01/04/2007,01:00:00,944,100,5.1,1031,70,85,1.2,1425,770,63.9,0.8652,11.5
01/04/2007,02:00:00,891,71,4.1,1085,55,50,1.1,1405,716,67.2,0.8630,10.7
01/04/2007,03:00:00,849,72,4.0,1099,-200,-200,0.9,1422,713,73.1,0.8394,9.0
01/04/2007,04:00:00,790,44,2.4,1237,49,57,0.7,1322,615,66.6,0.8299,10.2
01/04/2007,05:00:00,852,45,2.9,1176,50,64,0.9,1340,648,63.7,0.8325,11.0
01/04/2007,06:00:00,987,134,7.4,1002,67,153,1.7,1561,876,68.8,0.8243,9.6
01/04/2007,07:00:00,1435,505,19.8,675,94,342,4.2,1949,1291,69.6,0.8273,9.5
01/04/2007,08:00:00,1798,1042,31.9,539,119,378,6.2,2439,1595,60.9,0.8455,11.9
01/04/2007,09:00:00,1677,737,21.0,631,139,304,4.6,2001,1323,48.6,0.8892,16.2
01/04/2007,10:00:00,1282,375,11.7,800,113,192,2.8,1701,1040,39.6,0.8693,19.2
01/04/2007,11:00:00,871,124,6.8,970,88,130,1.6,1489,850,38.4,0.8743,19.7
01/04/2007,12:00:00,759,137,7.4,974,73,106,1.7,1524,875,36.7,0.8797,20.6
01/04/2007,13:00:00,790,179,8.6,937,73,102,1.7,1542,924,33.9,0.8771,21.8
01/04/2007,14:00:00,-200,222,-200.0,-200,72,99,1.7,-200,-200,-200,-200,-200
01/04/2007,15:00:00,-200,197,-200.0,-200,81,108,1.9,-200,-200,-200,-200,-200
01/04/2007,16:00:00,-200,319,-200.0,-200,93,131,2.3,-200,-200,-200,-200,-200
01/04/2007,17:00:00,1187,388,16.4,793,106,163,3.3,1193,1193,27.5,0.7913,23.6
01/04/2007,18:00:00,1399,589,21.2,700,132,211,4.2,2028,1331,32.1,0.8814,22.8
01/04/2007,19:00:00,1644,840,25.0,624,164,267,5.5,2089,1429,36.7,0.8878,20.8
01/04/2007,20:00:00,1599,655,20.2,666,161,269,4.9,1922,1302,40.9,0.8493,18.3
01/04/2007,21:00:00,1223,254,10.8,827,124,154,2.5,1604,1007,44.0,0.8341,16.8
01/04/2007,22:00:00,1200,188,9.9,844,113,127,2,1570,976,48.0,0.8569,15.8
01/04/2007,23:00:00,1118,120,8.5,898,103,122,2,1529,920,52.0,0.8757,14.9
02/04/2007,00:00:00,1067,157,8.0,921,104,126,2,1514,899,54.4,0.8701,14.1
02/04/2007,01:00:00,1048,88,5.6,986,93,84,1.3,1442,795,58.8,0.8922,13.3
02/04/2007,02:00:00,718,68,3.2,1180,60,58,1,1350,667,60.9,0.9229,13.3
02/04/2007,03:00:00,797,57,3.3,1137,-200,-200,0.9,1381,673,64.3,0.8869,11.8
02/04/2007,04:00:00,749,36,2.8,1195,52,37,-200,1342,638,65.9,0.8775,11.2
02/04/2007,05:00:00,737,51,2.6,1197,66,56,0.7,1372,628,72.9,0.9738,11.3
02/04/2007,06:00:00,903,93,4.3,1055,82,91,1.1,1448,727,71.8,0.9671,11.4
02/04/2007,07:00:00,1159,284,13.0,798,109,159,2.6,1833,1083,73.7,1.0254,11.9
02/04/2007,08:00:00,1365,486,20.3,634,114,190,3.9,2060,1306,70.2,1.0221,12.6
02/04/2007,09:00:00,1510,798,20.7,634,139,249,5,2054,1316,65.3,1.0136,13.6
02/04/2007,10:00:00,1386,524,15.9,706,127,196,3.3,1898,1177,52.3,1.0013,16.9
02/04/2007,11:00:00,1368,468,14.2,738,127,180,2.9,1821,1123,44.1,0.9855,19.4
02/04/2007,12:00:00,1347,454,15.9,748,135,167,3.1,1825,1176,33.8,0.9322,22.9
02/04/2007,13:00:00,1242,461,16.1,765,130,159,3,1773,1183,31.3,0.9001,23.6
02/04/2007,14:00:00,1138,391,14.7,790,126,152,2.7,1761,1139,30.5,0.9371,24.7
02/04/2007,15:00:00,1080,337,14.0,809,121,149,2.7,1703,1116,27.3,0.9101,26.1
02/04/2007,16:00:00,1002,297,13.6,872,122,143,2.6,1632,1103,22.8,0.8288,27.6
